SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,HeapSortNComp,HeapSortTns,
seq_600_33,179700,2123900,87788,642200,6133754,218000,3614317,80500,3602553,94500,9302,147300,
seq_600_34,179700,2184900,93388,665400,6145122,436900,3621146,108200,3609967,178200,9264,176800,
seq_600_35,179700,2311000,93328,512300,6156504,188200,3628274,75300,3617102,91500,9252,158100,
seq_600_36,179700,1989200,89194,471700,6167898,183900,3635046,198000,3624314,122500,9212,129300,
seq_600_37,179700,2079500,90778,480100,6179240,224400,3641414,72800,3631740,128600,9235,140400,
seq_600_38,179700,2234900,93112,492300,6190582,193000,3648241,72500,3638353,87700,9256,139900,
seq_600_39,179700,2234600,88082,668900,6201948,196800,3654766,97900,3646401,178100,9223,134600,
seq_600_40,179700,2011000,90525,479400,6213348,268700,3661047,75000,3652685,85400,9259,122600,
seq_600_41,179700,2961500,89102,513400,6224740,228800,3667674,75400,3660057,91500,9241,104200,
seq_600_42,179700,2061600,93708,495600,6236094,187300,3674157,73500,3666614,87700,9217,102100,
seq_600_43,179700,2299100,91755,587900,6247486,195700,3680515,76100,3673202,126600,9214,106800,
seq_600_44,179700,2337800,90399,716200,6258894,271700,3687372,76700,3679697,88800,9227,103100,
seq_600_45,179700,2198900,90263,494700,6270308,210500,3694577,79400,3686232,87200,9247,106100,
seq_600_46,179700,1952500,91444,554400,6281664,197900,3701300,111400,3692838,86700,9214,103500,
seq_600_47,179700,2078600,86127,458200,6293098,185800,3708050,73900,3699066,86100,9218,102800,
seq_600_48,179700,2120600,90119,477000,6304486,186000,3714395,109500,3706729,95800,9216,103100,
seq_600_49,179700,1938700,91213,482200,6315876,239800,3721709,113200,3713447,100100,9219,182300,
seq_600_50,179700,2162400,93141,666500,6327266,315100,3728410,89300,3720251,89300,9228,120000,
seq_600_51,179700,2225900,92462,488900,6338694,245100,3735307,77800,3726880,85000,9246,103600,
seq_600_52,179700,2086200,87819,466400,6350118,181400,3742314,75700,3733619,86000,9225,102400,
seq_600_53,179700,2244600,86602,497300,6361492,190500,3748749,75500,3739948,85900,9251,103800,
seq_600_54,179700,2177500,88088,468000,6372870,184200,3755285,72800,3746816,89900,9267,103200,
seq_600_55,179700,2313300,89446,476500,6384232,245300,3762184,74000,3753166,84700,9256,104400,
seq_600_56,179700,2039300,91847,571400,6395618,183900,3769144,77000,3760181,82300,9253,103400,
seq_600_57,179700,2418800,88021,541000,6407004,182000,3775666,72900,3767218,88300,9251,103000,
seq_600_58,179700,2120100,89011,471300,6418368,237900,3782296,74800,3773929,91600,9254,103700,
seq_600_59,179700,2054700,87898,576800,6429740,184900,3789608,74300,3780786,87900,9207,102000,
seq_600_60,179700,2598000,88738,883800,6441102,308700,3796580,120600,3787101,123600,9216,154800,
seq_600_61,179700,2444300,88266,499900,6452456,244900,3803607,82600,3793869,93000,9288,112100,
seq_600_62,179700,2306300,86536,613700,6463808,205800,3811060,99800,3800225,89900,9282,104700,
seq_600_63,179700,1972000,87958,465700,6475200,182200,3819195,79600,3806731,86200,9215,102100,
seq_600_64,179700,2369300,91380,633900,6486600,255900,3825986,82700,3813363,94200,9231,125200,
seq_600_65,179700,2194100,90471,479500,6497980,208200,3833062,78200,3819811,84000,9231,105400,
seq_600_66,179700,2067600,90191,537400,6509318,184900,3840164,74000,3826220,95100,9217,103500,
seq_600_67,179700,2498400,88055,593100,6520682,208400,3846579,80800,3833921,97400,9256,111600,
seq_600_68,179700,2125700,88993,471100,6532068,186200,3853681,75100,3840825,85400,9273,103000,
seq_600_69,179700,2327700,88976,620600,6543404,221800,3861001,75200,3847277,88500,9249,103700,
seq_600_70,179700,2055800,88475,590900,6554820,207400,3867907,74400,3853969,86900,9257,168600,
seq_600_71,179700,2241000,93183,594500,6566212,201300,3875009,115500,3860862,97000,9268,108000,
seq_600_72,179700,2171200,91619,521000,6577640,201700,3881640,77500,3867667,95200,9273,111000,
seq_600_73,179700,2012600,85349,608400,6589022,239800,3887978,130000,3874360,93500,9275,143000,
seq_600_74,179700,2233900,91086,598300,6600474,233000,3894691,95000,3880617,99400,9281,98000,
seq_600_75,179700,2105200,91419,521800,6611818,303400,3902099,76000,3886981,87100,9243,102800,
seq_600_76,179700,2055700,88441,540400,6623232,200300,3908844,75500,3893385,136900,9274,103500,
seq_600_77,179700,2122100,89361,511100,6634590,221500,3915465,76000,3900151,86100,9263,103300,
seq_600_78,179700,2143900,92659,492000,6646004,206300,3922334,76700,3907054,87400,9239,103200,
seq_600_79,179700,1927900,91184,586700,6657446,251100,3929750,79200,3913843,90400,9239,103500,
seq_600_80,179700,2194600,91756,613400,6668872,208400,3936450,76000,3921129,94000,9262,103600,
seq_600_81,179700,2195700,91838,485300,6680304,199600,3943406,74000,3928066,86900,9240,142000,
seq_600_82,179700,2045900,90460,482300,6691750,194300,3950324,180700,3934621,85300,9238,102900,
seq_600_83,179700,2416700,84210,484200,6703118,202100,3956864,75300,3941167,86100,9290,103500,
seq_600_84,179700,2191000,88736,483300,6714536,221600,3963647,72300,3948376,93400,9271,103500,
seq_600_85,179700,2186300,93715,513000,6725912,235000,3970874,88800,3955647,96500,9240,103900,
seq_600_86,179700,1951200,92263,489400,6737262,184600,3977401,70200,3962167,87600,9246,102300,
seq_600_87,179700,2547700,90240,492800,6748624,242200,3983934,76000,3968891,90400,9241,106500,
seq_600_88,179700,2104300,86759,575100,6759974,182200,3990265,73000,3975584,84900,9264,103000,
seq_600_89,179700,2029800,87843,781800,6771354,202600,3997060,73400,3982461,137300,9216,102900,
seq_600_90,179700,2171200,88998,473000,6782700,190700,4003296,71100,3989132,86400,9259,102700,
seq_600_91,179700,2001600,93516,495900,6794108,184000,4009912,74500,3996146,88700,9254,102500,
seq_600_92,179700,2395200,91834,541600,6805500,247700,4016146,73000,4002704,160400,9260,124000,
seq_600_93,179700,2095100,89381,493800,6816872,197800,4023276,78100,4009527,88800,9253,103100,
seq_600_94,179700,4821200,89362,1460800,6828254,449300,4030275,269000,4016457,124300,9249,145800,
seq_600_95,179700,2523500,92545,527700,6839596,192000,4037040,74900,4023711,89600,9262,227300,
seq_600_96,179700,2296000,86908,485800,6850988,191900,4043686,78200,4030360,125800,9275,104900,
seq_600_97,179700,2129100,93578,572200,6862350,191400,4050323,74300,4037695,94900,9283,102600,
seq_600_98,179700,2705900,89963,569500,6873736,188500,4057708,109700,4045296,122800,9255,121900,
seq_600_99,179700,2117400,86885,460200,6885136,223700,4064541,98600,4051865,124900,9277,118000,
seq_650_0,210925,3118700,102373,780300,6897660,216100,4071926,84300,4059084,95900,10161,117500,
seq_650_1,210925,2667000,105767,578400,6910106,206500,4079271,84600,4066850,101600,10159,117100,
seq_650_2,210925,2668600,104985,594700,6922548,220800,4086658,125300,4074101,103700,10212,118300,
seq_650_3,210925,2902700,99243,690100,6934992,244900,4094077,85300,4081357,138000,10185,117400,
seq_650_4,210925,2813300,104940,557200,6947462,222800,4101640,81000,4088660,98600,10150,113400,
seq_650_5,210925,2684600,110328,661400,6959928,237900,4108820,171200,4095733,185000,10188,114800,
seq_650_6,210925,2709000,106609,601700,6972376,349500,4117328,123400,4103199,130300,10168,154600,
seq_650_7,210925,2378700,104811,761600,6984822,220500,4125184,97000,4110851,112800,10207,134500,
seq_650_8,210925,2549000,106162,561000,6997304,204700,4132768,83000,4118620,100300,10229,114300,
seq_650_9,210925,2489900,111440,729700,7009802,189700,4140310,75200,4126079,92200,10186,106900,
seq_650_10,210925,3343600,105828,616400,7022268,210000,4147642,96800,4133480,95700,10210,113800,
seq_650_11,210925,2418600,106718,601500,7034710,278600,4154785,79300,4141198,151000,10162,124000,
seq_650_12,210925,2634300,111074,594200,7047204,261100,4162275,91200,4149267,92500,10177,107200,
seq_650_13,210925,2474700,113317,597500,7059644,254000,4169528,77500,4156793,96800,10143,112800,
seq_650_14,210925,2672200,105244,671900,7072126,292000,4176426,94100,4164037,100700,10190,121000,
seq_650_15,210925,2354200,103007,546100,7084596,198800,4183168,77600,4171634,94500,10172,113400,
seq_650_16,210925,2441600,104781,617000,7097032,197700,4190359,79400,4178702,95600,10183,150400,
seq_650_17,210925,2575700,107589,583200,7109540,201200,4197791,83800,4186017,99000,10189,113700,
seq_650_18,210925,2479000,106969,788600,7122074,238600,4204872,80500,4193807,100700,10177,186800,
seq_650_19,210925,2402200,101129,504100,7134548,187300,4212475,76800,4201548,110300,10206,159100,
seq_650_20,210925,2531700,102552,541900,7146996,197900,4219267,77700,4209721,100300,10139,112300,
seq_650_21,210925,2701900,106573,563200,7159486,202500,4226438,82800,4216958,199700,10205,113600,
seq_650_22,210925,2442000,110782,654000,7171946,187500,4233648,111600,4224354,87800,10163,107000,
seq_650_23,210925,2731100,104069,581900,7184458,280200,4240758,114600,4231777,103100,10205,130000,
seq_650_24,210925,2519700,105629,557700,7196894,199100,4248809,212800,4239111,96900,10143,149000,
seq_650_25,210925,2636600,106796,678300,7209378,235100,4255979,80600,4246351,97800,10163,113200,
seq_650_26,210925,2477700,109261,576800,7221906,273700,4264375,85600,4253950,96800,10168,113400,
seq_650_27,210925,2615400,104250,609900,7234406,246200,4272363,92500,4262054,108800,10190,117900,
seq_650_28,210925,2415600,106762,564000,7246904,199400,4280104,80700,4269815,101900,10161,113100,
seq_650_29,210925,2764300,110039,589500,7259352,294000,4288981,88900,4277162,94900,10170,113800,
seq_650_30,210925,2523900,105758,558800,7271830,199500,4297138,85300,4284796,147900,10211,113000,
seq_650_31,210925,2761300,100088,574400,7284340,240300,4304464,85300,4292043,100700,10194,121400,
seq_650_32,210925,2298000,107462,605300,7296824,218700,4313693,92100,4299642,101000,10167,113400,
seq_650_33,210925,2396100,104229,550700,7309372,202500,4320678,80100,4306472,94200,10223,165900,
seq_650_34,210925,2635100,106065,598100,7321848,207800,4328203,82300,4314491,94400,10166,114100,
seq_650_35,210925,2574800,105885,708600,7334270,203100,4336037,82300,4322264,101900,10156,130200,
seq_650_36,210925,2867200,102765,582200,7346776,200700,4343656,82800,4330226,101400,10189,113400,
seq_650_37,210925,2529800,105537,559700,7359318,208200,4350640,79200,4337380,96300,10180,112500,
seq_650_38,210925,2619000,105704,755900,7371818,208700,4358231,112800,4344661,99000,10186,117000,
seq_650_39,210925,2468400,107126,583900,7384220,204700,4365216,80100,4352273,147100,10209,114800,
seq_650_40,210925,2505600,104559,553700,7396680,199000,4372525,119200,4359410,96600,10142,113400,
seq_650_41,210925,2886100,109684,581400,7409200,217100,4379961,84100,4366494,94000,10178,164000,
seq_650_42,210925,2413200,106115,599100,7421666,197500,4387303,80800,4374270,99200,10194,184700,
seq_650_43,210925,3096700,103271,547900,7434160,200600,4394392,82000,4381635,97300,10130,112900,
seq_650_44,210925,2368100,105334,558600,7446628,197900,4402689,82400,4388864,93000,10202,112500,
seq_650_45,210925,2722400,104133,608200,7459094,205400,4410828,89700,4395742,132800,10193,114200,
seq_650_46,210925,2607100,101860,538400,7471562,208400,4418155,98100,4402965,90200,10168,112700,
seq_650_47,210925,2548500,108303,596500,7484008,281900,4426481,103700,4409648,91700,10190,134300,
seq_650_48,210925,2566300,107883,571400,7496486,206100,4433968,80700,4416930,97600,10184,112600,
seq_650_49,210925,2474600,107431,620700,7508970,245000,4441373,96200,4424185,190200,10201,203500,
seq_650_50,210925,2826100,104548,627700,7521472,225200,4448882,81300,4431182,98500,10209,114100,
seq_650_51,210925,2639200,108169,617900,7533968,223400,4456311,85700,4439469,117800,10190,121900,
seq_650_52,210925,2445400,101740,539500,7546460,208400,4463506,78500,4446477,94600,10191,112500,
seq_650_53,210925,2454000,103778,906800,7558914,308100,4470606,123900,4454268,133200,10163,153800,
seq_650_54,210925,2384700,101727,538100,7571434,217800,4478479,84800,4462230,101500,10179,113300,
seq_650_55,210925,2993800,104604,640500,7583936,273300,4486942,96100,4469687,104800,10177,124700,
seq_650_56,210925,2893300,106709,614600,7596430,220100,4494649,82900,4476800,94800,10161,151600,
seq_650_57,210925,2842400,106181,591200,7608938,224500,4502569,86800,4483896,95700,10163,114600,
seq_650_58,210925,3184200,108232,573600,7621402,213400,4510247,84600,4491553,100400,10167,113400,
seq_650_59,210925,2930400,107605,751400,7633858,272500,4517516,84100,4499089,98600,10186,114200,
seq_650_60,210925,2801100,106228,699500,7646354,358200,4525530,88000,4506559,96600,10145,113600,
seq_650_61,210925,2789600,101070,586900,7658836,206500,4532862,80800,4513931,119500,10203,151200,
seq_650_62,210925,2585000,105317,1074600,7671360,215900,4540254,84900,4521413,99100,10144,115200,
seq_650_63,210925,2739900,110809,585100,7683862,202400,4547957,84500,4529166,98700,10189,113700,
seq_650_64,210925,2616900,105051,629200,7696332,215600,4555843,85200,4536629,97900,10142,134500,
seq_650_65,210925,2513100,102477,580100,7708790,204800,4563397,84900,4543762,95400,10172,133500,
seq_650_66,210925,2654900,103700,548500,7721212,201300,4570094,116300,4550490,89900,10186,113700,
seq_650_67,210925,2828500,109175,654400,7733696,276500,4577538,80600,4558037,97800,10167,113500,
seq_650_68,210925,2502900,98163,519000,7746194,273900,4584504,82500,4566291,101300,10205,118900,
seq_650_69,210925,2600200,101154,573500,7758670,205800,4591322,79800,4573269,93700,10176,114100,
seq_650_70,210925,2515300,102711,544700,7771140,199900,4598212,78400,4581202,105100,10228,116400,
seq_650_71,210925,2569100,110355,767000,7783628,340900,4605658,174000,4588126,196200,10182,114000,
seq_650_72,210925,2495400,104700,571500,7796114,197500,4612622,80500,4596121,144400,10216,117900,
seq_650_73,210925,2648100,100585,533100,7808558,373700,4619807,206800,4603142,146500,10200,202400,
seq_650_74,210925,2400600,106078,562200,7821068,207100,4627468,86300,4610252,97300,10177,113900,
seq_650_75,210925,2481100,103022,610800,7833516,199900,4635773,141900,4618069,116600,10188,238400,
seq_650_76,210925,2514500,105905,559500,7845952,272100,4642841,93300,4625699,102700,10163,113300,
seq_650_77,210925,2521300,102286,548100,7858446,237100,4650579,84500,4633027,96600,10207,113200,
seq_650_78,210925,3010000,104402,590900,7870940,227000,4657946,80500,4640538,97500,10158,186900,
seq_650_79,210925,2884200,105542,817400,7883416,223800,4665362,108400,4648559,110000,10191,120500,
seq_650_80,210925,2747200,103706,626200,7895938,207300,4673051,85300,4655957,103100,10225,113200,
seq_650_81,210925,2668900,106961,627100,7908452,226500,4680111,85400,4662874,100500,10184,130200,
seq_650_82,210925,2730700,108230,608900,7920932,250600,4687400,81000,4670330,99700,10162,114400,
seq_650_83,210925,2480200,110475,585800,7933452,347300,4694890,98600,4677479,94400,10178,150200,
seq_650_84,210925,2605100,104940,757100,7945944,207400,4702105,79500,4685428,157200,10173,113400,
seq_650_85,210925,2528000,105253,593300,7958436,207200,4709825,81800,4692694,93400,10226,113500,
seq_650_86,210925,2478400,102365,594900,7970894,204500,4716822,79900,4700215,169500,10246,178300,
seq_650_87,210925,2539600,102964,544200,7983364,222800,4723723,87100,4707386,238500,10206,155300,
seq_650_88,210925,2606100,106589,583000,7995832,210500,4730753,82400,4715483,102700,10155,191800,
seq_650_89,210925,2462000,106112,1366100,8008374,221700,4737700,87400,4722678,131600,10147,149400,
seq_650_90,210925,2538300,102981,563800,8020840,206700,4745247,87700,4730407,100000,10192,127200,
seq_650_91,210925,2313900,96095,594200,8033360,204800,4752697,121700,4738270,93300,10166,112900,
seq_650_92,210925,2577700,106886,565800,8045824,219100,4760139,78200,4745348,93800,10202,112700,
seq_650_93,210925,2851000,109545,759100,8058312,266800,4768201,87300,4752549,98600,10171,155700,
seq_650_94,210925,2592200,102215,580500,8070752,224800,4775823,91600,4759894,101700,10213,121900,
seq_650_95,210925,2742000,111601,590800,8083238,360100,4784056,193500,4766916,117600,10139,119900,
seq_650_96,210925,2510100,105931,561700,8095690,201600,4791287,79400,4774354,99400,10205,151500,
seq_650_97,210925,2491600,102950,544000,8108218,284600,4798223,185900,4781445,148400,10147,117300,
seq_650_98,210925,2437000,109173,686500,8120686,201900,4806122,86400,4788807,98200,10134,113600,
seq_650_99,210925,2539900,106937,603300,8133180,198700,4813560,80900,4796063,96900,10200,241100,
seq_700_0,244650,2945400,122838,647900,8146816,222200,4822166,92300,4804238,108100,11109,123300,
seq_700_1,244650,2978800,121163,692900,8160336,430300,4830174,174900,4812993,115300,11131,127600,
seq_700_2,244650,3045500,120101,684100,8173998,217900,4838206,89300,4820802,104900,11129,123500,
seq_700_3,244650,3298300,120601,678700,8187588,228800,4847316,94800,4828653,144700,11107,124700,
seq_700_4,244650,2839500,122526,647900,8201138,215800,4854799,86700,4837096,108800,11158,162300,
seq_700_5,244650,3720700,126259,1511800,8214730,321800,4863436,110900,4845409,110300,11159,182600,
seq_700_6,244650,2801400,114345,641900,8228228,218500,4871737,93100,4853384,106900,11126,124900,
seq_700_7,244650,3180100,122028,700800,8241792,245200,4881109,95300,4860902,102700,11115,124300,
seq_700_8,244650,3058800,120712,687700,8255380,217000,4889172,87700,4870061,103200,11129,124200,
seq_700_9,244650,3149100,119610,631100,8269006,255100,4897031,120300,4877652,105400,11103,125800,
seq_700_10,244650,2832000,126509,666800,8282596,218900,4905148,89000,4885488,175300,11111,123900,
seq_700_11,244650,3068200,121917,643400,8296164,262200,4913001,88000,4894098,105600,11092,124900,
seq_700_12,244650,3183200,121745,886700,8309786,225600,4920679,90200,4902727,183200,11151,130600,
seq_700_13,244650,2953800,130356,688500,8323404,237900,4928635,89700,4911105,126000,11122,229600,
seq_700_14,244650,3528200,123208,732100,8337006,257800,4936630,98800,4920076,118200,11116,133900,
seq_700_15,244650,3170000,123457,805500,8350592,233800,4944519,125700,4928385,131100,11108,140200,
